,Hour,Day,Month,Electricity [MWh],PV [MWh],Price,Peak,CO2
2734,22,114,April,0.04053580036017669,0.0,0.2324,Peak,450.19088184256185
2735,23,114,April,0.032822155113829424,0.0,0.2187,Off-Peak,427.22195929957405
2736,0,115,April,0.029466697166156988,0.0,0.2187,Off-Peak,396.54204133144026
2737,1,115,April,0.0253921316751614,0.0,0.2187,Off-Peak,363.40116737655785
2738,2,115,April,0.026486803438668025,0.0,0.2187,Off-Peak,345.35415680706734
2739,3,115,April,0.026480786211348962,0.0,0.2187,Off-Peak,331.5728032812746
2740,4,115,April,0.02583020339109752,0.0,0.2187,Off-Peak,327.143082505127
2741,5,115,April,0.029881664403669725,0.01378329721712714,0.2187,Off-Peak,327.79933743492666
2742,6,115,April,0.06585510316004077,0.027988984344679252,0.2324,Peak,334.5259504653731
2743,7,115,April,0.06904591551478084,0.1412677040222274,0.2324,Peak,366.02618709575637
2744,8,115,April,0.0920438392796466,0.21142285183959394,0.2324,Peak,380.62785928379867
2745,9,115,April,0.071199261114509,0.23732675610544746,0.2324,Peak,382.10443287584786
2746,10,115,April,0.07039176878695208,0.13039664229452513,0.2324,Peak,376.69032970500086
2747,11,115,April,0.06914433792728507,0.21201497073981648,0.2324,Peak,375.5418835778514
2748,12,115,April,0.09916819425076452,0.29194008772082264,0.2324,Peak,377.18252090235046
2749,13,115,April,0.07285099480801903,0.20675950344313115,0.2324,Peak,372.424672661303
2750,14,115,April,0.06868432214067277,0.1893068712985574,0.2324,Peak,377.18252090235046
2751,15,115,April,0.06216028662589195,0.16807732322078858,0.2324,Peak,388.0107272440448
2752,16,115,April,0.05772802017669047,0.08734467400245,0.2324,Peak,403.9249092916864
2753,17,115,April,0.057606224247366625,0.061520505373191176,0.2324,Peak,425.9094494399748
2754,18,115,April,0.09291164870540264,0.018761596172710088,0.2324,Peak,448.2221170531629
2755,19,115,April,0.1210293536119606,0.0,0.2324,Peak,460.8550244518063
2756,20,115,April,0.057233575079850475,0.0,0.2324,Peak,463.3159804385549
2757,21,115,April,0.0554110607611281,0.0,0.2324,Peak,458.23000473260765
2758,22,115,April,0.04066663897383622,0.0,0.2324,Peak,450.19088184256185
2759,23,115,April,0.033044770417940884,0.0,0.2187,Off-Peak,427.22195929957405
2760,0,116,April,0.02960598358137955,0.0,0.2187,Off-Peak,396.54204133144026
2761,1,116,April,0.02544450578321441,0.0,0.2187,Off-Peak,363.40116737655785
2762,2,116,April,0.02656800350662589,0.0,0.2187,Off-Peak,345.35415680706734
2763,3,116,April,0.026577452687733604,0.0,0.2187,Off-Peak,331.5728032812746
2764,4,116,April,0.025903298729187903,0.0,0.2187,Off-Peak,327.143082505127
2765,5,116,April,0.03022127501189263,0.0005677977193648878,0.2187,Off-Peak,327.79933743492666
2766,6,116,April,0.06662334778797148,0.02741694931458453,0.2324,Peak,334.5259504653731
2767,7,116,April,0.06733901002378526,0.033986096941404094,0.2324,Peak,366.02618709575637
2768,8,116,April,0.09383561142371727,0.032741288579099616,0.2324,Peak,380.62785928379867
2769,9,116,April,0.07195338343187223,0.08099923175173185,0.2324,Peak,382.10443287584786
2770,10,116,April,0.07053286241250424,0.031102583898175662,0.2324,Peak,376.69032970500086
2771,11,116,April,0.06928623412164459,0.025964535730397604,0.2324,Peak,375.5418835778514
2772,12,116,April,0.09824228017669044,0.035431705250898005,0.2324,Peak,377.18252090235046
2773,13,116,April,0.07203863332653755,0.14914555549776162,0.2324,Peak,372.424672661303
2774,14,116,April,0.07103011350322799,0.15467463168575288,0.2324,Peak,377.18252090235046
2775,15,116,April,0.06408688549099559,0.14175431913411965,0.2324,Peak,388.0107272440448
2776,16,116,April,0.05871302319401971,0.10986289150285604,0.2324,Peak,403.9249092916864
2777,17,116,April,0.05794695946313285,0.046181769312999055,0.2324,Peak,425.9094494399748
2778,18,116,April,0.09652030559972816,0.012134670383059359,0.2324,Peak,448.2221170531629
2779,19,116,April,0.13427346710159702,0.0,0.2324,Peak,460.8550244518063
2780,20,116,April,0.060772253605164785,0.0,0.2324,Peak,463.3159804385549
2781,21,116,April,0.057127282147468574,0.0,0.2324,Peak,458.23000473260765
2782,22,116,April,0.04087498238532111,0.0,0.2324,Peak,450.19088184256185
2783,23,116,April,0.03297199585457017,0.0,0.2187,Off-Peak,427.22195929957405
2784,0,117,April,0.02972043894665308,0.0,0.2187,Off-Peak,396.54204133144026
2785,1,117,April,0.02530126592592593,0.0,0.2187,Off-Peak,363.40116737655785
2786,2,117,April,0.025479583119266052,0.0,0.2187,Off-Peak,345.35415680706734
2787,3,117,April,0.026308146055045868,0.0,0.2187,Off-Peak,331.5728032812746
2788,4,117,April,0.02635119869520897,0.0,0.2187,Off-Peak,327.143082505127
2789,5,117,April,0.030054462133877,0.029682893787466164,0.2187,Off-Peak,327.79933743492666
2790,6,117,April,0.05994458727149168,0.03194422491283677,0.2324,Peak,334.5259504653731
2791,7,117,April,0.06573863389738363,0.033807395923216514,0.2324,Peak,366.02618709575637
2792,8,117,April,0.08091738282704725,0.025976479477214872,0.2324,Peak,380.62785928379867
2793,9,117,April,0.05503336521916412,0.2027662689428804,0.2324,Peak,382.10443287584786
2794,10,117,April,0.049845237560312616,0.2278452061742661,0.2324,Peak,376.69032970500086
2795,11,117,April,0.05432199293238193,0.10167028053854714,0.2324,Peak,375.5418835778514
2796,12,117,April,0.09181641580020387,0.19017031425962266,0.2324,Peak,377.18252090235046
2797,13,117,April,0.0601207139109752,0.12342440562722587,0.2324,Peak,372.424672661303
2798,14,117,April,0.04583952902480462,0.10327711462609028,0.2324,Peak,377.18252090235046
2799,15,117,April,0.04525134739381583,0.08119952165328186,0.2324,Peak,388.0107272440448
2800,16,117,April,0.0451872330954808,0.04730438518724171,0.2324,Peak,403.9249092916864
2801,17,117,April,0.05418175143051309,0.036589280866297744,0.2324,Peak,425.9094494399748
2802,18,117,April,0.09218978364254164,0.00923128569911405,0.2324,Peak,448.2221170531629
2803,19,117,April,0.12390332248725792,0.0,0.2324,Peak,460.8550244518063
2804,20,117,April,0.058604769473326525,0.0,0.2324,Peak,463.3159804385549
2805,21,117,April,0.05701330860346585,0.0,0.2324,Peak,458.23000473260765
2806,22,117,April,0.04045034866462793,0.0,0.2324,Peak,450.19088184256185
2807,23,117,April,0.033262693285762826,0.0,0.2187,Off-Peak,427.22195929957405
2808,0,118,April,0.03397896079510704,0.0,0.2187,Off-Peak,396.54204133144026
2809,1,118,April,0.029804862901800882,0.0,0.2187,Off-Peak,363.40116737655785
2810,2,118,April,0.029864194971117905,0.0,0.2187,Off-Peak,345.35415680706734
2811,3,118,April,0.030545518695208967,0.0,0.2187,Off-Peak,331.5728032812746
2812,4,118,April,0.030591481705742437,0.0,0.2187,Off-Peak,327.143082505127
2813,5,118,April,0.034064710920829085,0.011166868897314393,0.2187,Off-Peak,327.79933743492666
2814,6,118,April,0.06558575546041455,0.00685383447980825,0.2324,Peak,334.5259504653731
2815,7,118,April,0.044846625395854565,0.05526197434339005,0.2324,Peak,366.02618709575637
2816,8,118,April,0.06674702492014951,0.060220910848611975,0.2324,Peak,380.62785928379867
2817,9,118,April,0.031954883744478434,0.09073255357851157,0.2324,Peak,382.10443287584786
2818,10,118,April,0.02271896415902141,0.02825760339698528,0.2324,Peak,376.69032970500086
2819,11,118,April,0.02284750578321441,0.1738415310699928,0.2324,Peak,375.5418835778514
2820,12,118,April,0.05382771145769623,0.14342328986400246,0.2324,Peak,377.18252090235046
2821,13,118,April,0.0281316673122664,0.0983937985357536,0.2324,Peak,372.424672661303
2822,14,118,April,0.021461909079170914,0.021738999834288,0.2324,Peak,377.18252090235046
2823,15,118,April,0.021259275773020732,0.09769420376903176,0.2324,Peak,388.0107272440448
2824,16,118,April,0.02053183477404009,0.053959968085921343,0.2324,Peak,403.9249092916864
2825,17,118,April,0.029755449622833843,0.05942100635045385,0.2324,Peak,425.9094494399748
2826,18,118,April,0.06677786632687734,0.0021131329332733256,0.2324,Peak,448.2221170531629
2827,19,118,April,0.08970437044512403,0.0,0.2324,Peak,460.8550244518063
2828,20,118,April,0.04650874102616377,0.0,0.2324,Peak,463.3159804385549
2829,21,118,April,0.04243610902480463,0.0,0.2324,Peak,458.23000473260765
2830,22,118,April,0.0368477803058104,0.0,0.2324,Peak,450.19088184256185
2831,23,118,April,0.033718762147468564,0.0,0.2187,Off-Peak,427.22195929957405
2832,0,119,April,0.0288680371593612,0.0,0.2187,Off-Peak,396.54204133144026
2833,1,119,April,0.0254530801019368,0.0,0.2187,Off-Peak,363.40116737655785
2834,2,119,April,0.026599775643900783,0.0,0.2187,Off-Peak,345.35415680706734
2835,3,119,April,0.02659249574583758,0.0,0.2187,Off-Peak,331.5728032812746
2836,4,119,April,0.02591918124362895,0.0,0.2187,Off-Peak,327.143082505127
2837,5,119,April,0.029568948691811082,0.01938719987435696,0.2187,Off-Peak,327.79933743492666
2838,6,119,April,0.059863172089704375,0.008185645182124453,0.2324,Peak,334.5259504653731
2839,7,119,April,0.06664501476724431,0.04497812396168386,0.2324,Peak,366.02618709575637
2840,8,119,April,0.09208055947672443,0.0323250298132028,0.2324,Peak,380.62785928379867
2841,9,119,April,0.07210396432212028,0.03508579469605911,0.2324,Peak,382.10443287584786
2842,10,119,April,0.07089942112810056,0.04469385969238904,0.2324,Peak,376.69032970500086
2843,11,119,April,0.06975327945633708,0.20461108062708452,0.2324,Peak,375.5418835778514
2844,12,119,April,0.09712429647298676,0.2884764795289281,0.2324,Peak,377.18252090235046
2845,13,119,April,0.07294785658851513,0.2665792325812197,0.2324,Peak,372.424672661303
2846,14,119,April,0.07022155997281686,0.2099204086064488,0.2324,Peak,377.18252090235046
2847,15,119,April,0.06452399191301393,0.17592509023164046,0.2324,Peak,388.0107272440448
2848,16,119,April,0.05908398506965683,0.11997842895201405,0.2324,Peak,403.9249092916864
2849,17,119,April,0.0575972855861366,0.06443630466461489,0.2324,Peak,425.9094494399748
2850,18,119,April,0.09500173009174312,0.0204631798994187,0.2324,Peak,448.2221170531629
2851,19,119,April,0.12935502571525653,0.0,0.2324,Peak,460.8550244518063
2852,20,119,April,0.05935349088685015,0.0,0.2324,Peak,463.3159804385549
2853,21,119,April,0.056516511478083585,0.0,0.2324,Peak,458.23000473260765
2854,22,119,April,0.04114130134556575,0.0,0.2324,Peak,450.19088184256185
2855,23,119,April,0.03304601945633707,0.0,0.2187,Off-Peak,427.22195929957405
2856,0,120,April,0.029532114495412844,0.0,0.2187,Off-Peak,396.54204133144026
2857,1,120,April,0.02544000943934761,0.0,0.2187,Off-Peak,363.40116737655785
2858,2,120,April,0.026563273931362555,0.0,0.2187,Off-Peak,345.35415680706734
2859,3,120,April,0.026569314373088685,0.0,0.2187,Off-Peak,331.5728032812746
2860,4,120,April,0.02589751216445804,0.0,0.2187,Off-Peak,327.143082505127
2861,5,120,April,0.029753873632347945,0.0029709868545087863,0.2187,Off-Peak,327.79933743492666
2862,6,120,April,0.06204763095480801,0.050629196268964026,0.2324,Peak,334.5259504653731
2863,7,120,April,0.0709376784233775,0.055794572082191934,0.2324,Peak,366.02618709575637
2864,8,120,April,0.09496146895684676,0.09918312058454384,0.2324,Peak,380.62785928379867
2865,9,120,April,0.07268712678899084,0.1873028228837317,0.2324,Peak,382.10443287584786
2866,10,120,April,0.0704484545090044,0.24441582707824885,0.2324,Peak,376.69032970500086
2867,11,120,April,0.07001638957526334,0.2201692322360729,0.2324,Peak,375.5418835778514
2868,12,120,April,0.10421171232076114,0.2144879770133952,0.2324,Peak,377.18252090235046
2869,13,120,April,0.07330031826027862,0.21767602614623066,0.2324,Peak,372.424672661303
2870,14,120,April,0.07078031261297996,0.19634782298374145,0.2324,Peak,377.18252090235046
2871,15,120,April,0.06336331956506966,0.1542533428608765,0.2324,Peak,388.0107272440448
2872,16,120,April,0.0584613173156643,0.10787689143094127,0.2324,Peak,403.9249092916864
2873,17,120,April,0.057873490873258576,0.06680411862897584,0.2324,Peak,425.9094494399748
2874,18,120,April,0.09538921459055386,0.026789483933470342,0.2324,Peak,448.2221170531629
2875,19,120,April,0.12707220443764866,0.0,0.2324,Peak,460.8550244518063
2876,20,120,April,0.058624346496772,0.0,0.2324,Peak,463.3159804385549
2877,21,120,April,0.05587376565409445,0.0,0.2324,Peak,458.23000473260765
2878,22,120,April,0.04011660371729528,0.0,0.2324,Peak,450.19088184256185
2879,23,120,April,0.03314220518518518,0.0,0.2187,Off-Peak,427.22195929957405
2880,0,121,May,0.02966855251783894,0.0,0.2187,Off-Peak,396.54204133144026
2881,1,121,May,0.02545651995242949,0.0,0.2187,Off-Peak,363.40116737655785
2882,2,121,May,0.026603601175671083,0.0,0.2187,Off-Peak,345.35415680706734
2883,3,121,May,0.02660467386340469,0.0,0.2187,Off-Peak,331.5728032812746
2884,4,121,May,0.0259241348216106,0.0,0.2187,Off-Peak,327.143082505127
2885,5,121,May,0.030434579605844374,0.02804416783488242,0.2187,Off-Peak,327.79933743492666
2886,6,121,May,0.06194741836221543,0.0587321919327221,0.2324,Peak,334.5259504653731
2887,7,121,May,0.06935924307169555,0.1426142400548414,0.2324,Peak,366.02618709575637
2888,8,121,May,0.09193880605504587,0.20486053934444184,0.2324,Peak,380.62785928379867
2889,9,121,May,0.07096464833163439,0.1836092999852993,0.2324,Peak,382.10443287584786
2890,10,121,May,0.07016880598029221,0.21547147946762488,0.2324,Peak,376.69032970500086
2891,11,121,May,0.06928594430852872,0.21503115808932766,0.2324,Peak,375.5418835778514
2892,12,121,May,0.1026980018756371,0.2239930683450153,0.2324,Peak,377.18252090235046
2893,13,121,May,0.0736970493985729,0.2012149023018448,0.2324,Peak,372.424672661303
2894,14,121,May,0.07291410225620115,0.1968205732931832,0.2324,Peak,377.18252090235046
2895,15,121,May,0.06537770125722052,0.16537932185980972,0.2324,Peak,388.0107272440448
2896,16,121,May,0.06000898987427795,0.12229843708260095,0.2324,Peak,403.9249092916864
2897,17,121,May,0.059110715487597686,0.0682533304949142,0.2324,Peak,425.9094494399748
2898,18,121,May,0.09802622059123343,0.031749800617338064,0.2324,Peak,448.2221170531629
2899,19,121,May,0.1347759111722732,0.0,0.2324,Peak,460.8550244518063
2900,20,121,May,0.059261606163778464,0.0,0.2324,Peak,463.3159804385549
2901,21,121,May,0.05592644615698267,0.0,0.2324,Peak,458.23000473260765
2902,22,121,May,0.04040047592252803,0.0,0.2324,Peak,450.19088184256185
2903,23,121,May,0.032689924797825336,0.0,0.2187,Off-Peak,427.22195929957405
2904,0,122,May,0.02928356517159362,0.0,0.2187,Off-Peak,396.54204133144026
2905,1,122,May,0.025396410390757733,0.0,0.2187,Off-Peak,363.40116737655785
2906,2,122,May,0.026486250662589198,0.0,0.2187,Off-Peak,345.35415680706734
2907,3,122,May,0.02651051459734964,0.0,0.2187,Off-Peak,331.5728032812746
2908,4,122,May,0.0258472449745158,0.0,0.2187,Off-Peak,327.143082505127
2909,5,122,May,0.02947813694869181,0.03155695278914284,0.2187,Off-Peak,327.79933743492666
2910,6,122,May,0.060245566089024816,0.08588492630334522,0.2324,Peak,334.5259504653731
2911,7,122,May,0.06858216595310908,0.16009323164872766,0.2324,Peak,366.02618709575637
2912,8,122,May,0.09142570439007816,0.21517841443884728,0.2324,Peak,380.62785928379867
2913,9,122,May,0.0701778163438668,0.2567635097684821,0.2324,Peak,382.10443287584786
2914,10,122,May,0.06977220110091742,0.2813184861373937,0.2324,Peak,376.69032970500086
2915,11,122,May,0.06901151498470948,0.29124465764367863,0.2324,Peak,375.5418835778514
2916,12,122,May,0.0992904364050289,0.28234245882726644,0.2324,Peak,377.18252090235046
2917,13,122,May,0.07265417286442406,0.2575558534972506,0.2324,Peak,372.424672661303
2918,14,122,May,0.07161047278287462,0.21578544505838887,0.2324,Peak,377.18252090235046
2919,15,122,May,0.06424839849813116,0.16979300203775058,0.2324,Peak,388.0107272440448
2920,16,122,May,0.05892129081889229,0.11884449602860896,0.2324,Peak,403.9249092916864
2921,17,122,May,0.05744015357118586,0.06731285897146311,0.2324,Peak,425.9094494399748
2922,18,122,May,0.10219819571185866,0.03103523939098454,0.2324,Peak,448.2221170531629
2923,19,122,May,0.13752354511043152,0.0,0.2324,Peak,460.8550244518063
2924,20,122,May,0.05889846621814475,0.0,0.2324,Peak,463.3159804385549
2925,21,122,May,0.05597588201155283,0.0,0.2324,Peak,458.23000473260765
2926,22,122,May,0.04109283009853891,0.0,0.2324,Peak,450.19088184256185
2927,23,122,May,0.03283404065239552,0.0,0.2187,Off-Peak,427.22195929957405
2928,0,123,May,0.029308169323819237,0.0,0.2187,Off-Peak,396.54204133144026
2929,1,123,May,0.025382157954468233,0.0,0.2187,Off-Peak,363.40116737655785
2930,2,123,May,0.026462969439347603,0.0,0.2187,Off-Peak,345.35415680706734
2931,3,123,May,0.026469221535847774,0.0,0.2187,Off-Peak,331.5728032812746
2932,4,123,May,0.02582660513081889,0.0,0.2187,Off-Peak,327.143082505127
2933,5,123,May,0.02963298613659532,0.03069585062872942,0.2187,Off-Peak,327.79933743492666
2934,6,123,May,0.060904360611620786,0.08513853719149134,0.2324,Peak,334.5259504653731
2935,7,123,May,0.06900794097179748,0.11223274238020976,0.2324,Peak,366.02618709575637
2936,8,123,May,0.09428012108732586,0.08996571674375006,0.2324,Peak,380.62785928379867
2937,9,123,May,0.07235905007815154,0.06405492139336265,0.2324,Peak,382.10443287584786
2938,10,123,May,0.07041870150186882,0.05681589034867812,0.2324,Peak,376.69032970500086
2939,11,123,May,0.06858025943594971,0.0815001625758936,0.2324,Peak,375.5418835778514
2940,12,123,May,0.09696589952429494,0.07788931565981637,0.2324,Peak,377.18252090235046
2941,13,123,May,0.07203700640163099,0.05772032502367685,0.2324,Peak,372.424672661303
2942,14,123,May,0.07024567135575943,0.0539982801163723,0.2324,Peak,377.18252090235046
2943,15,123,May,0.06376594205912334,0.034394037384038435,0.2324,Peak,388.0107272440448
2944,16,123,May,0.059435238627251114,0.06040571729002819,0.2324,Peak,403.9249092916864
2945,17,123,May,0.05872534632008155,0.012225464634606359,0.2324,Peak,425.9094494399748
2946,18,123,May,0.0995840387835542,0.025749155961543157,0.2324,Peak,448.2221170531629
